SearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 4.840239408318247, 'similarity': 'dice'} - results: PRECISION: 0.0586397, PRECISION_RECALL_MIN_DEN: 0.0595568, RECALL: 0.0166696, MAP: 0.0209206, MAP_MIN_DEN: 0.0213203, MRR: 0.1594496, NDCG: 0.0611806, F1: 0.0259596, HIT_RATE: 0.4458141, ARHR_ALL_HITS: 0.1827793, NOVELTY: 0.0054156, AVERAGE_POPULARITY: 0.6233242, DIVERSITY_MEAN_INTER_LIST: 0.8294278, DIVERSITY_HERFINDAHL: 0.9829367, COVERAGE_ITEM: 0.0885985, COVERAGE_ITEM_CORRECT: 0.0219281, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4451282, DIVERSITY_GINI: 0.0059282, SHANNON_ENTROPY: 6.8259968, RATIO_DIVERSITY_HERFINDAHL: 0.9833064, RATIO_DIVERSITY_GINI: 0.0228812, RATIO_SHANNON_ENTROPY: 0.5485842, RATIO_AVERAGE_POPULARITY: 3.1162931, RATIO_NOVELTY: 0.0283319, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 411, 'shrink': 7.877819241765153, 'similarity': 'tversky'} - results: PRECISION: 0.0583535, PRECISION_RECALL_MIN_DEN: 0.0592715, RECALL: 0.0165823, MAP: 0.0207585, MAP_MIN_DEN: 0.0211415, MRR: 0.1590026, NDCG: 0.0608536, F1: 0.0258257, HIT_RATE: 0.4461076, ARHR_ALL_HITS: 0.1818216, NOVELTY: 0.0054481, AVERAGE_POPULARITY: 0.6095760, DIVERSITY_MEAN_INTER_LIST: 0.8434715, DIVERSITY_HERFINDAHL: 0.9843410, COVERAGE_ITEM: 0.1148458, COVERAGE_ITEM_CORRECT: 0.0252506, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4454212, DIVERSITY_GINI: 0.0074266, SHANNON_ENTROPY: 7.0377712, RATIO_DIVERSITY_HERFINDAHL: 0.9847112, RATIO_DIVERSITY_GINI: 0.0286646, RATIO_SHANNON_ENTROPY: 0.5656039, RATIO_AVERAGE_POPULARITY: 3.0475590, RATIO_NOVELTY: 0.0285019, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 591, 'shrink': 0.4896067752472092, 'similarity': 'dice'} - results: PRECISION: 0.0585076, PRECISION_RECALL_MIN_DEN: 0.0594434, RECALL: 0.0166123, MAP: 0.0209539, MAP_MIN_DEN: 0.0213537, MRR: 0.1594801, NDCG: 0.0611342, F1: 0.0258772, HIT_RATE: 0.4444200, ARHR_ALL_HITS: 0.1829302, NOVELTY: 0.0054055, AVERAGE_POPULARITY: 0.6274304, DIVERSITY_MEAN_INTER_LIST: 0.8251203, DIVERSITY_HERFINDAHL: 0.9825060, COVERAGE_ITEM: 0.0805139, COVERAGE_ITEM_CORRECT: 0.0212083, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4437363, DIVERSITY_GINI: 0.0055605, SHANNON_ENTROPY: 6.7667212, RATIO_DIVERSITY_HERFINDAHL: 0.9828755, RATIO_DIVERSITY_GINI: 0.0214620, RATIO_SHANNON_ENTROPY: 0.5438204, RATIO_AVERAGE_POPULARITY: 3.1368216, RATIO_NOVELTY: 0.0282792, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 469, 'shrink': 1.4898401843028928, 'similarity': 'dice'} - results: PRECISION: 0.0584416, PRECISION_RECALL_MIN_DEN: 0.0593576, RECALL: 0.0166233, MAP: 0.0208582, MAP_MIN_DEN: 0.0212581, MRR: 0.1592338, NDCG: 0.0610071, F1: 0.0258840, HIT_RATE: 0.4451537, ARHR_ALL_HITS: 0.1823778, NOVELTY: 0.0054300, AVERAGE_POPULARITY: 0.6170565, DIVERSITY_MEAN_INTER_LIST: 0.8358591, DIVERSITY_HERFINDAHL: 0.9835798, COVERAGE_ITEM: 0.0966831, COVERAGE_ITEM_CORRECT: 0.0234232, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4444689, DIVERSITY_GINI: 0.0064852, SHANNON_ENTROPY: 6.9196319, RATIO_DIVERSITY_HERFINDAHL: 0.9839498, RATIO_DIVERSITY_GINI: 0.0250310, RATIO_SHANNON_ENTROPY: 0.5561094, RATIO_AVERAGE_POPULARITY: 3.0849576, RATIO_NOVELTY: 0.0284072, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 586, 'shrink': 9.004180596771437, 'similarity': 'cosine'} - results: PRECISION: 0.0582435, PRECISION_RECALL_MIN_DEN: 0.0590283, RECALL: 0.0162062, MAP: 0.0208755, MAP_MIN_DEN: 0.0212105, MRR: 0.1586180, NDCG: 0.0607805, F1: 0.0253569, HIT_RATE: 0.4402377, ARHR_ALL_HITS: 0.1821265, NOVELTY: 0.0054661, AVERAGE_POPULARITY: 0.6059513, DIVERSITY_MEAN_INTER_LIST: 0.8433774, DIVERSITY_HERFINDAHL: 0.9843316, COVERAGE_ITEM: 0.1415915, COVERAGE_ITEM_CORRECT: 0.0235340, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4395604, DIVERSITY_GINI: 0.0083343, SHANNON_ENTROPY: 7.0657176, RATIO_DIVERSITY_HERFINDAHL: 0.9847018, RATIO_DIVERSITY_GINI: 0.0321681, RATIO_SHANNON_ENTROPY: 0.5678499, RATIO_AVERAGE_POPULARITY: 3.0294378, RATIO_NOVELTY: 0.0285960, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 545, 'shrink': 4.330182464862959, 'similarity': 'dice'} - results: PRECISION: 0.0586764, PRECISION_RECALL_MIN_DEN: 0.0596502, RECALL: 0.0167403, MAP: 0.0209450, MAP_MIN_DEN: 0.0213498, MRR: 0.1598021, NDCG: 0.0612612, F1: 0.0260489, HIT_RATE: 0.4462543, ARHR_ALL_HITS: 0.1830842, NOVELTY: 0.0054155, AVERAGE_POPULARITY: 0.6232745, DIVERSITY_MEAN_INTER_LIST: 0.8295097, DIVERSITY_HERFINDAHL: 0.9829449, COVERAGE_ITEM: 0.0879340, COVERAGE_ITEM_CORRECT: 0.0219835, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4455678, DIVERSITY_GINI: 0.0059152, SHANNON_ENTROPY: 6.8258200, RATIO_DIVERSITY_HERFINDAHL: 0.9833146, RATIO_DIVERSITY_GINI: 0.0228310, RATIO_SHANNON_ENTROPY: 0.5485700, RATIO_AVERAGE_POPULARITY: 3.1160446, RATIO_NOVELTY: 0.0283314, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 520, 'shrink': 8.01631649198943, 'similarity': 'tversky'} - results: PRECISION: 0.0589038, PRECISION_RECALL_MIN_DEN: 0.0598018, RECALL: 0.0166345, MAP: 0.0209560, MAP_MIN_DEN: 0.0213541, MRR: 0.1592929, NDCG: 0.0613192, F1: 0.0259428, HIT_RATE: 0.4476484, ARHR_ALL_HITS: 0.1828764, NOVELTY: 0.0054230, AVERAGE_POPULARITY: 0.6202569, DIVERSITY_MEAN_INTER_LIST: 0.8327847, DIVERSITY_HERFINDAHL: 0.9832724, COVERAGE_ITEM: 0.0957417, COVERAGE_ITEM_CORRECT: 0.0223711, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4469597, DIVERSITY_GINI: 0.0062790, SHANNON_ENTROPY: 6.8768177, RATIO_DIVERSITY_HERFINDAHL: 0.9836422, RATIO_DIVERSITY_GINI: 0.0242353, RATIO_SHANNON_ENTROPY: 0.5526686, RATIO_AVERAGE_POPULARITY: 3.1009578, RATIO_NOVELTY: 0.0283709, 
SearchBayesianSkopt: New best config found. Config 28: {'topK': 501, 'shrink': 5.06957826928547, 'similarity': 'tversky'} - results: PRECISION: 0.0586690, PRECISION_RECALL_MIN_DEN: 0.0595985, RECALL: 0.0166449, MAP: 0.0210216, MAP_MIN_DEN: 0.0214318, MRR: 0.1594897, NDCG: 0.0612948, F1: 0.0259325, HIT_RATE: 0.4453005, ARHR_ALL_HITS: 0.1832367, NOVELTY: 0.0054255, AVERAGE_POPULARITY: 0.6190764, DIVERSITY_MEAN_INTER_LIST: 0.8341015, DIVERSITY_HERFINDAHL: 0.9834040, COVERAGE_ITEM: 0.0962955, COVERAGE_ITEM_CORRECT: 0.0230910, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4446154, DIVERSITY_GINI: 0.0063540, SHANNON_ENTROPY: 6.8929400, RATIO_DIVERSITY_HERFINDAHL: 0.9837739, RATIO_DIVERSITY_GINI: 0.0245248, RATIO_SHANNON_ENTROPY: 0.5539643, RATIO_AVERAGE_POPULARITY: 3.0950560, RATIO_NOVELTY: 0.0283836, 
SearchBayesianSkopt: Config evaluated with evaluator_test. Config: {'topK': 501, 'shrink': 5.06957826928547, 'similarity': 'tversky'} - results:
CUTOFF: 10 - PRECISION: 0.0687152, PRECISION_RECALL_MIN_DEN: 0.0694128, RECALL: 0.0162691, MAP: 0.0254952, MAP_MIN_DEN: 0.0258441, MRR: 0.1862488, NDCG: 0.0721540, F1: 0.0263092, HIT_RATE: 0.5024201, ARHR_ALL_HITS: 0.2179093, NOVELTY: 0.0054250, AVERAGE_POPULARITY: 0.6191096, DIVERSITY_MEAN_INTER_LIST: 0.8340633, DIVERSITY_HERFINDAHL: 0.9834002, COVERAGE_ITEM: 0.0951880, COVERAGE_ITEM_CORRECT: 0.0250291, COVERAGE_USER: 0.9989744, COVERAGE_USER_CORRECT: 0.5019048, DIVERSITY_GINI: 0.0063309, SHANNON_ENTROPY: 6.8918681, RATIO_DIVERSITY_HERFINDAHL: 0.9837701, RATIO_DIVERSITY_GINI: 0.0244354, RATIO_SHANNON_ENTROPY: 0.5538781, RATIO_AVERAGE_POPULARITY: 3.0952223, RATIO_NOVELTY: 0.0283813, 

SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 574, 'shrink': 1.0122894746007487, 'similarity': 'tanimoto'} - results: PRECISION: 0.0586690, PRECISION_RECALL_MIN_DEN: 0.0596261, RECALL: 0.0166605, MAP: 0.0209621, MAP_MIN_DEN: 0.0213648, MRR: 0.1592995, NDCG: 0.0612121, F1: 0.0259514, HIT_RATE: 0.4448602, ARHR_ALL_HITS: 0.1828503, NOVELTY: 0.0054088, AVERAGE_POPULARITY: 0.6260544, DIVERSITY_MEAN_INTER_LIST: 0.8268983, DIVERSITY_HERFINDAHL: 0.9826838, COVERAGE_ITEM: 0.0837256, COVERAGE_ITEM_CORRECT: 0.0215959, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4441758, DIVERSITY_GINI: 0.0057157, SHANNON_ENTROPY: 6.7917677, RATIO_DIVERSITY_HERFINDAHL: 0.9830534, RATIO_DIVERSITY_GINI: 0.0220610, RATIO_SHANNON_ENTROPY: 0.5458333, RATIO_AVERAGE_POPULARITY: 3.1299423, RATIO_NOVELTY: 0.0282963, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 404, 'shrink': 3.317021346899913, 'similarity': 'dice'} - results: PRECISION: 0.0582948, PRECISION_RECALL_MIN_DEN: 0.0591712, RECALL: 0.0165066, MAP: 0.0207472, MAP_MIN_DEN: 0.0211467, MRR: 0.1588312, NDCG: 0.0608099, F1: 0.0257281, HIT_RATE: 0.4450803, ARHR_ALL_HITS: 0.1817072, NOVELTY: 0.0054467, AVERAGE_POPULARITY: 0.6098812, DIVERSITY_MEAN_INTER_LIST: 0.8429924, DIVERSITY_HERFINDAHL: 0.9842931, COVERAGE_ITEM: 0.1090315, COVERAGE_ITEM_CORRECT: 0.0247522, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4443956, DIVERSITY_GINI: 0.0072333, SHANNON_ENTROPY: 7.0256482, RATIO_DIVERSITY_HERFINDAHL: 0.9846633, RATIO_DIVERSITY_GINI: 0.0279187, RATIO_SHANNON_ENTROPY: 0.5646296, RATIO_AVERAGE_POPULARITY: 3.0490851, RATIO_NOVELTY: 0.0284946, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 540, 'shrink': 6.74232799629698, 'similarity': 'dice'} - results: PRECISION: 0.0586397, PRECISION_RECALL_MIN_DEN: 0.0595645, RECALL: 0.0166150, MAP: 0.0209532, MAP_MIN_DEN: 0.0213562, MRR: 0.1597107, NDCG: 0.0612418, F1: 0.0258934, HIT_RATE: 0.4461076, ARHR_ALL_HITS: 0.1830821, NOVELTY: 0.0054183, AVERAGE_POPULARITY: 0.6223651, DIVERSITY_MEAN_INTER_LIST: 0.8303505, DIVERSITY_HERFINDAHL: 0.9830290, COVERAGE_ITEM: 0.0903151, COVERAGE_ITEM_CORRECT: 0.0215959, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4454212, DIVERSITY_GINI: 0.0060237, SHANNON_ENTROPY: 6.8403446, RATIO_DIVERSITY_HERFINDAHL: 0.9833987, RATIO_DIVERSITY_GINI: 0.0232498, RATIO_SHANNON_ENTROPY: 0.5497373, RATIO_AVERAGE_POPULARITY: 3.1114977, RATIO_NOVELTY: 0.0283460, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 523, 'shrink': 9.812788674567525, 'similarity': 'tanimoto'} - results: PRECISION: 0.0587644, PRECISION_RECALL_MIN_DEN: 0.0596513, RECALL: 0.0165965, MAP: 0.0209829, MAP_MIN_DEN: 0.0213779, MRR: 0.1597090, NDCG: 0.0613019, F1: 0.0258831, HIT_RATE: 0.4469147, ARHR_ALL_HITS: 0.1832147, NOVELTY: 0.0054233, AVERAGE_POPULARITY: 0.6201669, DIVERSITY_MEAN_INTER_LIST: 0.8328051, DIVERSITY_HERFINDAHL: 0.9832744, COVERAGE_ITEM: 0.0962401, COVERAGE_ITEM_CORRECT: 0.0225372, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4462271, DIVERSITY_GINI: 0.0062920, SHANNON_ENTROPY: 6.8776830, RATIO_DIVERSITY_HERFINDAHL: 0.9836443, RATIO_DIVERSITY_GINI: 0.0242854, RATIO_SHANNON_ENTROPY: 0.5527381, RATIO_AVERAGE_POPULARITY: 3.1005080, RATIO_NOVELTY: 0.0283724, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 495, 'shrink': 7.342812052288714, 'similarity': 'dice'} - results: PRECISION: 0.0585149, PRECISION_RECALL_MIN_DEN: 0.0593845, RECALL: 0.0165320, MAP: 0.0209797, MAP_MIN_DEN: 0.0213772, MRR: 0.1596158, NDCG: 0.0611619, F1: 0.0257803, HIT_RATE: 0.4449336, ARHR_ALL_HITS: 0.1830958, NOVELTY: 0.0054272, AVERAGE_POPULARITY: 0.6183811, DIVERSITY_MEAN_INTER_LIST: 0.8344471, DIVERSITY_HERFINDAHL: 0.9834386, COVERAGE_ITEM: 0.0978459, COVERAGE_ITEM_CORRECT: 0.0230910, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4442491, DIVERSITY_GINI: 0.0064043, SHANNON_ENTROPY: 6.8988693, RATIO_DIVERSITY_HERFINDAHL: 0.9838085, RATIO_DIVERSITY_GINI: 0.0247189, RATIO_SHANNON_ENTROPY: 0.5544408, RATIO_AVERAGE_POPULARITY: 3.0915799, RATIO_NOVELTY: 0.0283928, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 560, 'shrink': 0.42913780353387054, 'similarity': 'tversky'} - results: PRECISION: 0.0584416, PRECISION_RECALL_MIN_DEN: 0.0594060, RECALL: 0.0166341, MAP: 0.0208890, MAP_MIN_DEN: 0.0212919, MRR: 0.1589902, NDCG: 0.0610248, F1: 0.0258972, HIT_RATE: 0.4439064, ARHR_ALL_HITS: 0.1823480, NOVELTY: 0.0054106, AVERAGE_POPULARITY: 0.6250878, DIVERSITY_MEAN_INTER_LIST: 0.8280464, DIVERSITY_HERFINDAHL: 0.9827986, COVERAGE_ITEM: 0.0838917, COVERAGE_ITEM_CORRECT: 0.0218728, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4432234, DIVERSITY_GINI: 0.0057657, SHANNON_ENTROPY: 6.8046907, RATIO_DIVERSITY_HERFINDAHL: 0.9831683, RATIO_DIVERSITY_GINI: 0.0222542, RATIO_SHANNON_ENTROPY: 0.5468719, RATIO_AVERAGE_POPULARITY: 3.1251099, RATIO_NOVELTY: 0.0283057, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 440, 'shrink': 2.4407390640484183, 'similarity': 'dice'} - results: PRECISION: 0.0583902, PRECISION_RECALL_MIN_DEN: 0.0592794, RECALL: 0.0165731, MAP: 0.0207901, MAP_MIN_DEN: 0.0211978, MRR: 0.1589660, NDCG: 0.0609084, F1: 0.0258182, HIT_RATE: 0.4450803, ARHR_ALL_HITS: 0.1819471, NOVELTY: 0.0054365, AVERAGE_POPULARITY: 0.6142085, DIVERSITY_MEAN_INTER_LIST: 0.8387495, DIVERSITY_HERFINDAHL: 0.9838688, COVERAGE_ITEM: 0.1031619, COVERAGE_ITEM_CORRECT: 0.0239770, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4443956, DIVERSITY_GINI: 0.0068123, SHANNON_ENTROPY: 6.9638093, RATIO_DIVERSITY_HERFINDAHL: 0.9842389, RATIO_DIVERSITY_GINI: 0.0262937, RATIO_SHANNON_ENTROPY: 0.5596598, RATIO_AVERAGE_POPULARITY: 3.0707193, RATIO_NOVELTY: 0.0284416, 
SearchBayesianSkopt: Config 36 is suboptimal. Config: {'topK': 546, 'shrink': 6.604032547027478, 'similarity': 'tanimoto'} - results: PRECISION: 0.0584929, PRECISION_RECALL_MIN_DEN: 0.0594141, RECALL: 0.0165971, MAP: 0.0208951, MAP_MIN_DEN: 0.0212997, MRR: 0.1594344, NDCG: 0.0611055, F1: 0.0258573, HIT_RATE: 0.4453005, ARHR_ALL_HITS: 0.1826776, NOVELTY: 0.0054179, AVERAGE_POPULARITY: 0.6224633, DIVERSITY_MEAN_INTER_LIST: 0.8305315, DIVERSITY_HERFINDAHL: 0.9830471, COVERAGE_ITEM: 0.0914226, COVERAGE_ITEM_CORRECT: 0.0219281, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4446154, DIVERSITY_GINI: 0.0060560, SHANNON_ENTROPY: 6.8430402, RATIO_DIVERSITY_HERFINDAHL: 0.9834168, RATIO_DIVERSITY_GINI: 0.0233744, RATIO_SHANNON_ENTROPY: 0.5499540, RATIO_AVERAGE_POPULARITY: 3.1119888, RATIO_NOVELTY: 0.0283439, 
SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 492, 'shrink': 9.232020204170151, 'similarity': 'tanimoto'} - results: PRECISION: 0.0586470, PRECISION_RECALL_MIN_DEN: 0.0595816, RECALL: 0.0167002, MAP: 0.0209792, MAP_MIN_DEN: 0.0213880, MRR: 0.1597579, NDCG: 0.0612649, F1: 0.0259974, HIT_RATE: 0.4464011, ARHR_ALL_HITS: 0.1832025, NOVELTY: 0.0054299, AVERAGE_POPULARITY: 0.6173816, DIVERSITY_MEAN_INTER_LIST: 0.8356344, DIVERSITY_HERFINDAHL: 0.9835573, COVERAGE_ITEM: 0.1017221, COVERAGE_ITEM_CORRECT: 0.0234786, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4457143, DIVERSITY_GINI: 0.0065760, SHANNON_ENTROPY: 6.9186699, RATIO_DIVERSITY_HERFINDAHL: 0.9839273, RATIO_DIVERSITY_GINI: 0.0253814, RATIO_SHANNON_ENTROPY: 0.5560321, RATIO_AVERAGE_POPULARITY: 3.0865830, RATIO_NOVELTY: 0.0284069, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 419, 'shrink': 4.072193133803002, 'similarity': 'cosine'} - results: PRECISION: 0.0579940, PRECISION_RECALL_MIN_DEN: 0.0589361, RECALL: 0.0163917, MAP: 0.0206780, MAP_MIN_DEN: 0.0210445, MRR: 0.1586083, NDCG: 0.0605410, F1: 0.0255592, HIT_RATE: 0.4419987, ARHR_ALL_HITS: 0.1811797, NOVELTY: 0.0054919, AVERAGE_POPULARITY: 0.5944302, DIVERSITY_MEAN_INTER_LIST: 0.8544496, DIVERSITY_HERFINDAHL: 0.9854387, COVERAGE_ITEM: 0.1540506, COVERAGE_ITEM_CORRECT: 0.0271887, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4413187, DIVERSITY_GINI: 0.0096388, SHANNON_ENTROPY: 7.2372471, RATIO_DIVERSITY_HERFINDAHL: 0.9858094, RATIO_DIVERSITY_GINI: 0.0372030, RATIO_SHANNON_ENTROPY: 0.5816351, RATIO_AVERAGE_POPULARITY: 2.9718380, RATIO_NOVELTY: 0.0287314, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 526, 'shrink': 6.693454552244018, 'similarity': 'tanimoto'} - results: PRECISION: 0.0586764, PRECISION_RECALL_MIN_DEN: 0.0595840, RECALL: 0.0166022, MAP: 0.0209906, MAP_MIN_DEN: 0.0213927, MRR: 0.1601261, NDCG: 0.0613216, F1: 0.0258814, HIT_RATE: 0.4470614, ARHR_ALL_HITS: 0.1834971, NOVELTY: 0.0054212, AVERAGE_POPULARITY: 0.6210534, DIVERSITY_MEAN_INTER_LIST: 0.8319448, DIVERSITY_HERFINDAHL: 0.9831884, COVERAGE_ITEM: 0.0938590, COVERAGE_ITEM_CORRECT: 0.0220942, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4463736, DIVERSITY_GINI: 0.0061888, SHANNON_ENTROPY: 6.8645643, RATIO_DIVERSITY_HERFINDAHL: 0.9835582, RATIO_DIVERSITY_GINI: 0.0238872, RATIO_SHANNON_ENTROPY: 0.5516838, RATIO_AVERAGE_POPULARITY: 3.1049402, RATIO_NOVELTY: 0.0283611, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'topK': 420, 'shrink': 4.787169364861016, 'similarity': 'dice'} - results: PRECISION: 0.0583021, PRECISION_RECALL_MIN_DEN: 0.0591793, RECALL: 0.0165081, MAP: 0.0207875, MAP_MIN_DEN: 0.0211842, MRR: 0.1594577, NDCG: 0.0608955, F1: 0.0257306, HIT_RATE: 0.4458141, ARHR_ALL_HITS: 0.1821807, NOVELTY: 0.0054429, AVERAGE_POPULARITY: 0.6116511, DIVERSITY_MEAN_INTER_LIST: 0.8411919, DIVERSITY_HERFINDAHL: 0.9841130, COVERAGE_ITEM: 0.1082563, COVERAGE_ITEM_CORRECT: 0.0246968, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4451282, DIVERSITY_GINI: 0.0070949, SHANNON_ENTROPY: 7.0012618, RATIO_DIVERSITY_HERFINDAHL: 0.9844832, RATIO_DIVERSITY_GINI: 0.0273842, RATIO_SHANNON_ENTROPY: 0.5626697, RATIO_AVERAGE_POPULARITY: 3.0579338, RATIO_NOVELTY: 0.0284746, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 498, 'shrink': 0.6941196062204735, 'similarity': 'tanimoto'} - results: PRECISION: 0.0587277, PRECISION_RECALL_MIN_DEN: 0.0596918, RECALL: 0.0167156, MAP: 0.0209841, MAP_MIN_DEN: 0.0213883, MRR: 0.1593823, NDCG: 0.0612772, F1: 0.0260241, HIT_RATE: 0.4464744, ARHR_ALL_HITS: 0.1830194, NOVELTY: 0.0054226, AVERAGE_POPULARITY: 0.6199489, DIVERSITY_MEAN_INTER_LIST: 0.8333554, DIVERSITY_HERFINDAHL: 0.9833294, COVERAGE_ITEM: 0.0928623, COVERAGE_ITEM_CORRECT: 0.0233125, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4457875, DIVERSITY_GINI: 0.0062395, SHANNON_ENTROPY: 6.8808162, RATIO_DIVERSITY_HERFINDAHL: 0.9836993, RATIO_DIVERSITY_GINI: 0.0240827, RATIO_SHANNON_ENTROPY: 0.5529899, RATIO_AVERAGE_POPULARITY: 3.0994183, RATIO_NOVELTY: 0.0283688, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 545, 'shrink': 8.85861189394604, 'similarity': 'cosine'} - results: PRECISION: 0.0581554, PRECISION_RECALL_MIN_DEN: 0.0590652, RECALL: 0.0163539, MAP: 0.0209322, MAP_MIN_DEN: 0.0212808, MRR: 0.1593967, NDCG: 0.0608846, F1: 0.0255288, HIT_RATE: 0.4404578, ARHR_ALL_HITS: 0.1828060, NOVELTY: 0.0054742, AVERAGE_POPULARITY: 0.6026948, DIVERSITY_MEAN_INTER_LIST: 0.8463245, DIVERSITY_HERFINDAHL: 0.9846262, COVERAGE_ITEM: 0.1489562, COVERAGE_ITEM_CORRECT: 0.0244200, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4397802, DIVERSITY_GINI: 0.0088066, SHANNON_ENTROPY: 7.1144328, RATIO_DIVERSITY_HERFINDAHL: 0.9849966, RATIO_DIVERSITY_GINI: 0.0339910, RATIO_SHANNON_ENTROPY: 0.5717649, RATIO_AVERAGE_POPULARITY: 3.0131570, RATIO_NOVELTY: 0.0286387, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 418, 'shrink': 0.3590892814444462, 'similarity': 'tversky'} - results: PRECISION: 0.0585443, PRECISION_RECALL_MIN_DEN: 0.0594256, RECALL: 0.0165908, MAP: 0.0208081, MAP_MIN_DEN: 0.0212107, MRR: 0.1591162, NDCG: 0.0610122, F1: 0.0258546, HIT_RATE: 0.4463277, ARHR_ALL_HITS: 0.1821437, NOVELTY: 0.0054410, AVERAGE_POPULARITY: 0.6120337, DIVERSITY_MEAN_INTER_LIST: 0.8413705, DIVERSITY_HERFINDAHL: 0.9841309, COVERAGE_ITEM: 0.1064289, COVERAGE_ITEM_CORRECT: 0.0254167, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4456410, DIVERSITY_GINI: 0.0070579, SHANNON_ENTROPY: 7.0013684, RATIO_DIVERSITY_HERFINDAHL: 0.9845011, RATIO_DIVERSITY_GINI: 0.0272416, RATIO_SHANNON_ENTROPY: 0.5626783, RATIO_AVERAGE_POPULARITY: 3.0598461, RATIO_NOVELTY: 0.0284647, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 421, 'shrink': 8.977896082325033, 'similarity': 'tanimoto'} - results: PRECISION: 0.0584709, PRECISION_RECALL_MIN_DEN: 0.0593744, RECALL: 0.0166094, MAP: 0.0207369, MAP_MIN_DEN: 0.0211212, MRR: 0.1587107, NDCG: 0.0608641, F1: 0.0258700, HIT_RATE: 0.4469880, ARHR_ALL_HITS: 0.1815436, NOVELTY: 0.0054464, AVERAGE_POPULARITY: 0.6103458, DIVERSITY_MEAN_INTER_LIST: 0.8426763, DIVERSITY_HERFINDAHL: 0.9842615, COVERAGE_ITEM: 0.1137937, COVERAGE_ITEM_CORRECT: 0.0249737, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4463004, DIVERSITY_GINI: 0.0073370, SHANNON_ENTROPY: 7.0251124, RATIO_DIVERSITY_HERFINDAHL: 0.9846317, RATIO_DIVERSITY_GINI: 0.0283190, RATIO_SHANNON_ENTROPY: 0.5645865, RATIO_AVERAGE_POPULARITY: 3.0514077, RATIO_NOVELTY: 0.0284931, 
